path,knowledge,similarQuestion,Answer
Student/CCO,备考托福,如何复习托福考试？,阅读<br/>一般来说，中国考生的特点是英语书面能力较强而实用能力偏弱，对应到托福中就是阅读和写作可能相对会考得更好一些而听力和口语有时候就不太理想了。当然这并非绝对，只是大方向上的表现特点。而假如你也是更擅长书面能力的考生，建议每天花在阅读备考上的时间就不应该太多了，假如1天有4个小时的备考时间，在阅读上大家其实用个45分钟-1小时来进行备考就足够了。另外托福阅读备考建议按照题型来进行而不是文章题材来进行，因为考试具体会出什么主题内容的文章你是无法确定的，但阅读题型一般都是比较固定的，按照题型备考效率会更高一些。<br/><br/>写作<br/>托福写作分为独立写作和综合写作，独立写作对大家单纯的写作功底要求更高，建议多花一些时间，每天至少保证一篇作文的完整练笔或是5-10个题目的提纲训练整理，并定期进行一些写作论据素材和好词好句的集中归纳和记忆。综合写作部分在小编看来与其说是考写作能力不如说是考听力和阅读的综合能力，不建议考生投入太多精力准备，把听力和阅读备考做到位综合写作的备考自然就做好了，每周稍微抽出一些时间来进行10题左右的实战演练也就足够了。作文部分每天的备考时间同样不要超过1小时。<br/><br/>口语<br/>如上文所说，大部分中国考生在托福口语上面的表现是相对较差一些的，因为口语不仅涉及到应用，更关键的是占据了主动两字。不同于听力只要被动接受见招拆招，口语可是要求大家自己开口来说的。这对于哑巴英语一路学上来的部分同学来说可谓千难万难。而在具体备考中，建议大家循序渐进，不要一上来就按照给出话题然后开说的方式来进行，最好按照先保证开口，然后少量练习熟悉表述方式，逐步过渡到能够实战的程度，这当中需要用到的各种方式比如发音纠正、跟读训练等等本文不详细展开，但建议大家每天投入的时间可以稍多一些，固定时间至少保证1小时，其它可以在碎片时间中进行的各种口语训练累积起来也要有至少半小时。<br/><br/>听力<br/>托福听力的训练其实是最为自由灵活的，大家既可以留出整段时间来进行比较集中的训练，也可以结合SSS60秒等较为简短的听力训练资料在每天的各类碎片时间中进行备考，当然如果是进行官方真题Official真题练习的话还是建议大家完整进行，这样更能起到实战模拟演练的作用。听力每天的备考时间建议无论是整段训练还是碎片分割式练习，累积时间达到1小时即可
Student/CCO,SAT考试,如何准备SAT考试？,1. 背单词<br/>单词是一切的基础。不同于传统的语法考试，新 SAT 文法部分的考查形式为「基于文章的」 (passage based) ，这就加强了对文章理解能力的考查。而在一篇英文文章中，句子是最基本的单位，句子又是由一个个单词按照一定的规则组合而成的。因此要想读懂文章，首先需要扫清单词的障碍。试想在做题的过程中，如果由于生词过多而读不懂文章，或是不能很好地把握文章或题目中的一些关键词，怕是难以将题目做对。而且，SAT 重视对于 word in context 的考查，在文法上体现在对于单词使用精准度的考查，即「语言的有效使用」中的准确性 (precision) 考点。比如官方第一套样题中的第 10 题考查 fulfilled 和 satiated 的区别：二者都有「满足的」的意思，但一个指精神上的满足，另一个强调饱足。根据语境应该选择强调饱足的 satiated。此类题目是文法部分的一个难点，考生更要从平时就加强词汇的积累，并注意一些近义词的使用区别。<br/><br/>2. 句子分析训练<br/>如果出现「单词都认识，句子还是读不懂」的情况，很大程度上是由欠缺「读懂句子的能力」造成的。想要读懂句子，首先要清楚英语中的各种语法成分、句子结构等最基本的语法知识。比如什么是主谓宾、什么是主系表，什么是简单句、并列句、主从复合句，状语和定语如何区分，三大从句的本质又是什么……只有保证对于这些基础语法知识烂熟于心，才能在读文章时见到各种句型、各种语法结构时，迅速做出反应，进而理解句子的含义。除了学习语法知识，还需要需要进行大量「句子分析训练」，以加强对所学语法知识的熟练程度，进而真正将读懂句子内化成自己的能力。「句子分析训练」是指将英文句子进行拆分、对其各个成分进行分析及翻译句子的过程。<br/>句子分析的具体做法是：<br/>判断句子所属的结构类型：是简单句、并列复合句还是主从复合句;如果是主从复合句的话，主句、从句、连接词分别是什么。<br/>进行成分划分，即分析这句话中的各个部分在此句中作何成分。<br/>理解这句话的含义，写下翻译。<br/>举个例子：<br/>The advantages claimed for such foods over conventionally grown and marketed food products are now being debated.<br/>判断句子结构类型：这是一个简单句。<br/>进行成分划分：The advantages [主语] claimed for such foods over conventionally grown and marketed food products [定语] are now being debated [谓语].<br/>(句子主干是 The advantages [主语] are now being debated [谓语]. claimed for such foods over conventionally grown and marketed food products 作定语，是修饰主语 the advantages 的。)<br/>翻译句子：有人认为绿色食品比用常规方法生产和销售的食品更好，但这种说法现在受到了质疑。<br/>这样做下来虽然比较费时费力，但效果非常好。根据朗播网的数据统计，多数用户在完成 300 个句子分析练习后其「读懂句子的能力」便会得到大幅提升。这种句子分析训练也适用于新SAT、托福、雅思等其他考试的阅读理解部分。<br/><br/>3. 熟练掌握语法知识<br/>前面两点(背单词和做句子分析)都是为我们读懂文章打下基础，接下来的部分则都是直击文法部分题目的要点。其中最要牢牢掌握并保证拿到分数的就是考查语法知识的部分。SAT 文法部分几乎有一半的考点考查的都是单纯的语法知识点，例如主谓一致、动词的时态语态、平行结构、比较结构、代词指代等等，官方指南中将这个部分划为「标准英语用法」(standard English conventions)。这些属于「知识性」考点，即只要考生能掌握这个知识点便可以把考查这个知识点的题目做对。考生需要对 SAT 官方指南上列出来的所有文法考点烂熟于心，看到题目和选项便能立刻反应出考点，并且对于所有语法知识类考点所涉及到的知识点高度熟练，能在考场上迅速地将正确答案选出来。需要注意的是，「英文标点符号的标准用法」为考试中的一个重点，对英文标点符号不熟悉的考生需要多加学习及练习。<br/><br/>这个部分的准备方法也很简单：官方已经给定了考查范围，那我们首先就需要先找出 SAT 的考点，并将考查语法知识的考点整理出来。然后找一本语法书，学习这些语法知识点，并对自己看不明白或掌握不好的部分进行重点练习。还需要找一本讲英文标点符号标准用法的书进行学习。当然，如果你难以理出这些考点、找不到合适的学习资料、不知道如何学习这些知识点、不知道自己哪里掌握的好哪里掌握的不好，即使能找到自己的弱项也不知道掌握不好的部分怎么练习，那么找一位有经验的老师帮你梳理这个部分的知识点是更高效的办法。光将这些语法知识学会还不够，学完之后还需要不断去消化吸收，可以去做做老SAT 的语法真题。<br/><br/>4. 句子功能识别训练<br/>除了传统意义上的「语法知识」，SAT 文法更加强了对于「观点表达」 (expression of ideas) 的考查。这一部分考查的其实是语言运用能力。具体来说，涉及到了 proposition(观点、主旨)，support(支持的信息)，focus(聚焦中心论点)，introduction(介绍)，conclusion(结论)，transition(过渡) 等考点。这里考查的其实是「识别句子功能的能力」，试想如果我们能够准确地识别一个段落中每个句子所充当的功能——即能够判断出哪句话是主题句，哪句是支持的信息，哪句是例子，哪句是过渡句，哪句是结论——便能够在遇到这种题目的时候，准确地按照题目要求作出判断。因此，我们就需要找一些材料并且进行「句子功能识别训练」。那么，句子都有哪些功能?什么样的材料是适合做句子功能识别训练的?如何判断自己的识别是否准确呢?<br/><br/>5. 逻辑关系识别训练<br/>文法部分有一个考查频率很高的考点——transition。先来看看 SAT 官方指南上对这个考点的说明：Many questions about transitions focus on those critical words and phrases that signal the logical relationship of information and ideas within and between sentences.<br/><br/>简单来说，考查 transition 考点的题目会在原文中两句话之间的某个逻辑关联词下面划下划线，然后选项中还有三个提示其他逻辑关系的词，需要考生对此处应该填的逻辑关联词进行判断。<br/>对于这种题目，考生首先需要对于常用的「逻辑关系提示词」有一个清晰的把握，即需要明确这些逻辑关系提示词提示的是何种逻辑关系。除了明确这些逻辑关系提示词提示的是何种逻辑关系，考生还需要具备能够判断前后两句话之间到底是什么逻辑关系的能力。<br/><br/>在备考的过程中，如果考生发现这个考点的题目出错频率较高，首先需要分析错因：是没有掌握逻辑提示词?是没有读懂前后两句话? 还是没有判断出前后两句话的逻辑关系?如果是没有掌握逻辑关系提示词提示的是何种逻辑关系，则需要对常见的逻辑关系提示词做一个总结。如果是没有读懂前后两句话，则需要看看问题出在了单词上还是句子结构上并继续做相应的练习。而如果是没有判断出前后两句话的逻辑关系，则需要训练自己判断逻辑关系的能力。在此之前首先需要系统地学习一下各种逻辑关系、常见的提示词及判断方法，接下来再进行专项练习。<br/><br/>6. 训练做题速度及模考<br/>SAT 文法部分考试时间仅为 35 分钟，考生需要在考场上完成阅读文法部分 4 篇文章及 44 道选择题，还需要涂完这个部分的答题卡。对于那些对于考点不够熟悉、没有经过训练的考生来说，这个时间还是相当紧张的。因此，考生在平时练习时就应该有意识地培养自己快速做题的能力。而「速度慢」的问题又可以归结为「不熟练」，因此要提升速度，就需要首先把基础打牢，并不断加强对于这些考点的熟练度，并在备考后期进行计时训练。<br/><br/>最后，经过一段时间的学习和练习之后，可以根据自己情况进行模考。模考材料以真题为主。模考时需要严格按照考试要求进行，从时间、身体状态上适应考试的真实情况。模考结束后最好能请老师将做错的题目弄懂。这个过程中最最重要的就是模考后的分析，除了听老师分析题目，自己也要对于自己的错题进行深入的剖析，试着问自己为什么做错?是不细心、知识点没有掌握，还是相关能力不足?那么就具体题目来说，出错的步骤是哪一步?将这些问题搞清楚后，最好能有一个汇总的表格，把自己的问题做一个记录，并进行有针对性的查漏补缺。
Student/CCO,ACT和SAT区别,SAT和ACT有什么差别？,考试内容的安排、考试时间、评分标准都不一样。SAT考试有阅读、文法、数学三个必考科目，写作为选考，总分为1600. ACT考试有英语，阅读，科学，数学四个必考部分，写作为选考，总分为36. SAT 和ACT 在美国大学申请中都是通用的，不存在哪个大学考虑学生申请的时候更看重SAT或更看重ACT的情况，关键是看学生考到了什么样的分数。
Student/CCO,标化重要性,标化考试在申请过程中有多重要？,"标化考试在美国大学申请中是必不可少的一部分，即使有些学校是ACT/SAT Optional, 那托福也是必不可少的。对于想要申请名校的学生而言，有竞争力的标化考试分数是敲门砖，有了好的标化分数不一定能被录，但是没有的话想要被名校录取也是几乎不太可能的。 "
Student/CCO,标化备考误区,国内的申请者常见的标化考试误区在哪里？,一味刷高分<br/>一味背单词<br/>只刷题不注意基础能力
Student/CCO,成绩不理想怎么处理,"我的孩子有一些学科成绩不理想，我们应该如何处理这个分数？
成绩不好可以改成绩吗？",我们学校不给学生改成绩，成绩单呈现的都是学生最真实的学术表现。如果学生出现挂科的情况，可以重修。
Student/CCO,课程简单怎么办,课程简单可以换课吗？,学生如果感觉课程简单，这说明学生在期末的时候拿全A或A+的可能性比较大，能拿到非常好的GPA。学校也有开设难度比较高的AP课程，学生如果想挑战自己的话也可以多修几门AP，并且争取全部拿到4分以上的分数。如果这还不能满足学生的需求，学生可以借助一些在线的平台，比如Coursera去修读一些自己感兴趣的美国名校的网课，这也是非常好的体现学生喜欢挑战课程难度，有非常强的学习能力的一个方式。
Student/CCO,第一学期成绩不理想影响申请吗,第一学期成绩不太理想，对大学申请有影响吗？接下来应该怎么做？,如果第一学期成绩不太理想，但是第二个学期可以有比较大的进步，并且在接下来的两年的每个学期都保持上升的趋势，就可以弱化第一学期分数的影响。
Student/CCO,中途退课,学期中退课对升学有影响吗？,有影响。在大学申请时，大学要求学生解释所有课程变动的原因。退课可能会给大学留下负面的印象。
Student/CCO,家长监管小孩,家长应该如何监管小孩的成绩？,跟学校做好配合，跟学生的导师沟通，了解学生的在校表现，关注学生的学习成绩动向
Student/CCO,四年计划,"要不要读第四年？
什么是四年计划？",总的来说，学生选择在万科梅沙书院就读第四年的课程有两方面的原因：一是能帮助孩子们申请到更好的大学，二是为大学及大学毕业之后的人生做更好的准备。<br/><br/>举例来说，更好的英语能力（可能体现在托福或SAT的成绩上），更加完美的成绩单（更高的GPA / 增加高阶课程），独立完成一个重要项目或者部分原创的独立研究，都将为申请到更好的大学添砖加瓦。而培养一些重要的技能（英文的运用能力，研究能力和学术写作能力），并且在性格、习惯、学业、社交等方面更加成熟，更是在美国大学学习生活的必需条件，甚至对毕业后的职业选择、生活品质都会产生巨大的影响。因此，高级的英语语言能力、卓越的研究能力，以及向大学展现出曾在高难度课程中的成功表现，都是大学申请或者在大学生涯中获得成功的主要因素。<br/><br/>学生基于兴趣和专长，如果需要更高的挑战，或者需要额外的学分也可以选择第四年的课程：比如说，书院STEAM文凭和Artist文凭的学分要求高于普通学生，希望攻读这两个文凭的学生，可以把文凭的要求学分分配到四年的时间里，这样在高一和高二年级就可以有更多的时间更专注于STEAM和艺术课程。此外，还有一些学生可能需要重修某些课程以获得学分。<br/><br/>第四年可修读的课程原则上仅限400—600的难度课程，除以下情况：1）有必修学分需要补齐；2）重修不及格（总成绩在D+或以下）的课程。具体每一年将开设的课程取决于该年学生的兴趣和师资配备。
Student/CCO,大学排名的影响因素,大学排名都受到什么因素影响？为什么变化这么大？,大学排名与该校的录取率，录取学生的标化成绩，学生的返校率，校友及政府拨款，学校间教授的互评，升学咨询老师的评价等诸多因素都有影响，然而这些指标不足以体现该校真正的学术水平和教学质量，不同统计方式和评价标准都有可能影响到排名的变化。
Student/CCO,大学不参与排名,为什么有的大学不参与排名？,排名最初只是杂志为了提高销量而产生的商业性行为，不参与排名的学校仅仅是不想参与这样的商业行为，并不代表这些学校不好。
Student/CCO,如何选大学,"我应该如何选择一所学校？
如何选大学？",通过不同维度找到最适合自己的，比如地理位置，专业及课程设置，学校的氛围和风格，奖学金需求，学生活动及社团，师资，特色项目等。
Student/CCO,社区学院,社区学院是什么？是野鸡大学吗？,社区学院不是野鸡大学。社区学院是州政府出资，为高中毕业生或社会群体提供大学学分课程，帮助他们成功转入四年制大学，或为他们提供多元化学习机会和培训机会的大学。社区大学的学制为两年，从社区大学毕业的学生会获得副学士学位。
Student/CCO,社区学院适合学生,社区学院适合什么样的学生？,社区学院适合因某些原因无法直接申请四年制大学，但通过基础学习可以慢慢适应大学的学习模式和方式，通过过度可以完成基础课的大学学分，并顺利转入四年制大学学习并毕业的学生。
Student/CCO,文理学院,文理学院是什么？是野鸡大学吗？它跟综合大学有什么区别？,文理学院是专注于本科教育，提倡博雅教育的私立院校。文理学院通常仅开设本科学院，规模相对较小，因此师生比也相对高很多，课堂平均人数一般不会超过20人，对专业没有严格的限制，学生可以自由得选择自己感兴趣的课程和专业。综合性大学开设本科学院和研究生院，规模较大，课堂人数一般既有几百人的大课，也有几十人的小课，有些综合性大学专业要求比较高，转专业需提交申请并达到相对应的转专业课程要求。
Student/CCO,文理学院适合学生,文理学院适合什么样的学生？,文理兼修，喜欢小班授课，课堂讨论，与教授保持紧密沟通，思维活跃，喜欢紧密的集体的学生。
Student/CCO,女子学院,女子学院是怎么一回事？,"从常春藤成立开始，学校就只收男学生。直到1983年，所有常春藤大学才改为男女混校。因此，为了让女性享有同男性平等的接受教育的权力，女校正式成立了。在美国一共有39所女子学院，其中有7所学校以其悠久的建校历史和卓著的教育尤为知名，被称为“七姐妹”。他们都位于美国的东北部，成立于1937-1889年。七姐妹就是为了让女性享受同男性平等的教育机会于1927年成立的。它们中4所在麻省，2所在纽约州，1所在宾州。Radcliffe（与哈佛学院合并）及Vassar（现在已是男女混校）不再是女子学院。<br/><br/>巴纳德学院Barnard College (Manhattan, NY)（曼哈顿，纽约） 巴纳德学院是一所位于纽约曼哈顿的私立女子学院，是东北部的七姐妹之一。巴纳德与哥伦比亚大学是合作学校，这让学生可以获得除本校之外更多的资源。巴纳德学院最初的教育理念是强调性别有关的议题同时让学生能够在人生的不同阶段面临不同的挑战。学校的课程侧重培养学生思想的碰撞而非传授传统的学术知识。它们的交换项目包括哥伦比亚大学，朱丽叶音乐学院，曼哈顿音乐学校。<br/><br/>布莱恩马尔学院Bryn Mawr College (Bryn Mawr, PA) （布莱恩马尔，宾州）布莱恩马尔学院是一所距离费城4英里的女子文理学院。 该校是七姐妹之一，也与Swarthmore和Haverford组成了三校联盟。布莱恩马尔学院成立于1885年，有1300名本科在校生和400名研究生。布莱恩马尔学院的学生来自世界各地，代表了42个州和62个国家。该校提倡博学多思，注重学生独立思考能力与团队合作能力的平衡。学生可以自由得选择自己的专业，从阿拉伯语到经济学到创造性写作，也可以进入到研究生项目的学习，例如临床发展心理学和古典近东考古学。<br/><br/>曼荷莲学院Mount Holyoke College (South Hadley, MA)（南哈德利，麻省）成立于1837年，曼荷莲学院是“七姐妹”中最古老的学院，也是先锋谷五校联盟的成员之一。在校生约2000人，来自45个州和74个国家。学校共有51个专业，并且学生可以自主设计想学的专业。在曼荷莲，29%的学生会选择跨学科的专业，84%的课堂少于30名学生。曼荷莲开设了很多设计各种国际议题的课程， 还曾因其突出的国际化教育荣获了保罗西蒙参议员奖。<br/><br/>史密斯学院Smith College (Northampton, MA)（北安普顿，麻省）史密斯学院是一所位于麻省的北安普顿的私立女子学院。有2600名本科生及100名研究生，研究生里面有男生也有女生。史密斯学院是七姐妹中最大的学院。学校开设了1000多门课程，50多门学科，并且允许学生根据自己的兴趣进行开放式课程的学习。史密斯的本科生可以从大三开始在麻省大学阿姆赫斯特校区攻读快速研究生项目。学校的特色项目还包括诗歌中心，史密森学会的史密斯项目，以及资助学生在他们感兴趣的领域成为活跃的学者的史密斯学者项目。<br/><br/>卫斯理学院Wellesley College (Wellesley, MA)（卫斯理，麻省）卫斯理学院位于麻省的卫斯理市，是七姐妹之一的女子文理学院。卫斯理学院与很多知名大学都是合作校，学生可以在麻省理工学院，阿姆赫斯特学院，达特茅斯学院，惠顿学院上课。希拉里克林顿，马德琳·奥尔布赖特，黛安索耶，以及美国三分之二的女国务卿都毕业于卫斯理学院。除了多种多样的学术专业，以及设计自己个性化的专业，卫斯理学院的学术项目还为学生提供了到国外学习的机会，学生也可以参加一些特别的活动，例如公众写作的工作坊。"
Student/CCO,女子学院优势,女子学院有什么样的特点，优势是什么？,在男女同校的世界里，女子学院的优势是很难比拟的。为什么？历史上，男女同校标榜的都是男性——这一传统多年来没有太大改变。男女同校的大部分管理人员由男性担任，教室由男生主导，学生领导职位也是如此。这些男女同校的教室营造的仍然是一个符合性别期望的环境，而且女性在这种性别偏见盛行的环境中待的时间越长，她们的自尊心似乎就越低——直到最终，职业抱负也会下降。<br/><br/>女子学院也怀有很高的期望，她们鼓励学生蓬勃发展，并能发挥出最高的潜能——不是与世隔绝，而是一个动态并能提供优质教育的环境，使她们的学生准备好承担生活中的许多角色，挑战自我成为他们想要成为的任何人。<br/><br/>女子学院是培养智力、精神和文化进步的庇护所。这是一个陈旧的说法“这是一个男人的世界”被打破，女性能够谋求学术、职业和个人发展的地方，它强化了一个仍然被掩埋于男性主导的工作场所中的事实——女性能有更多的贡献，有能力处理多重任务，并且是天生的领导者。简言之，女子学院是一个让女性尝到掌权滋味的地方——这是一个终生难忘的课程。<br/><br/>与混校教育相比的优势？                                                                                                                                                                                                                                                         根据女子学院联盟收集的研究，在女子学院学习的女性：<br/>-在标准化成绩测试中得分更高<br/>-更倾向于学习传统由男性主导的学科，如数学和科学。<br/>-81%的有可能在大学毕业后继续接受教育。<br/><br/>虽然只有2%的美国女大学生上过女子学院，但与男女同校的女性相比，女子学院的毕业生往往在职场中担任了更高的职位。<br/>                                                                                                                                                                                                                                                               女子学院的毕业生代表：<br/>国会中20%的女性<br/>《商业周刊》上列出的美国企业中增长的女性人数中的30%<br/>财富1000强公司33%的女性董事会成员<br/>3名美国代表<br/>                                                                                                                                                                                                                   与男女同校毕业的女性毕业生相比，女子学院的毕业生：<br/>-获得博士学位或进入医学院数量在两倍以上。<br/>-更可能对她们接受的完整教育的总体质量“完全满意”。<br/>-更有可能说比旗舰公立大学的毕业生对大学毕业后的生活做了更好的准备。<br/>-更充分地参与了课堂和课外活动。
Student/CCO,公立大学和私立大学的区别,美国人常说的公立大学和私立大学，到底有什么差别？,公立院校和私立院校的主要区别在于经费来源不同。公立学校的经费主要来自于州政府从税收中拨给的款项，联邦政府给予科研、购置图书设备和向学生提供各种资助；而私立学校的经费来源主要是向学生收取通常比公立学校高得多的学费，另一方靠校友捐助，一般校友都会捐助比较多的金额
Student/CCO,选校注意什么,帮助孩子选校时应该关注什么因素？,学校的录取要求，地理位置，气候条件，花费，学校在学生感兴趣的专业领域的口碑，科研实习就业的机会等
Student/CCO,学校如何帮助选校,升学咨询办公室如何帮助学生选校？跟校外留学机构相比，有什么差别？,根据学生的学术和非学术表现，结合学生的兴趣家长的期望，指导学生进行学校搜索，与学生一起筛选出适合的学校，不会大包大揽直接拟一个选校单给学生。
Student/CCO,大学转学,为什么有学生大学想要转学？,原因比较多元，有很多是想转去更提供资源发展更适合自己兴趣的学校，也有转入排名更高的学校。 
Student/CCO,美国转学难易度和流程,美国转学容易吗？有什么流程？,提前做好学校调研，选定自己感兴趣的学校，按学校官网上转学申请的流程来操作就可以。学生在Counselor的指导下完成了大一申请的全过程，转学完全有能力自己来操作。
Student/CCO,英国大学对AP体系和A-Level体系的录取区别,申请英国的学校，美国体系和英国体系的差异在于哪里？,1. AP体系，分需要读预科和不读预科两种情况。<br/><br/>不读预科，需要学生有3-5门AP成绩。<br/>有SAT成绩，则三门AP考试，不一定非得上AP课；<br/>没有SAT成绩，需要五门AP考试，不一定非得上对应的AP课；<br/><br/>如果没有AP成绩，则需要读一年国际预科，预科的长度跟雅思成绩相关，分数越高，时间越短。预科结束后不一定会去预科所在的大学。比如我们预科去的是国王学院，预科结束以前我们会重新申请本科，到时候不一定会保证能进入国王学院的本科。<br/><br/>2. A-Level要求则直接很多，只要满足了学校的考试和分数要求（一般是三门课），雅思达标，通过申请系统就可以直接申请了。
Student/CCO,英美教育差别,英国教育跟美国教育的差别？,英国与美国的高等教育有很多相同点，因为他们有着同样起源，并且英国大学本身也是美国大学的设计雏形。哈佛大学最初命名为剑桥学院也见一斑。所以从现代美国大学的各个方面都可以看到英国古典大学的影子。另外，英美高等教育都着力于培养复合型人才，都有着创造精神与实践精神，在入学的时候不完全依靠考试，还是要求综合素质、综合能力等。当然，英国与美国的高等教育体制上也有很多不同点。从宏观管理体制上来说，英国大学由各高等教育基金委员会负责管理，而美国的公立大学由各州政府负责，私立大学自主自治管理;从学制上来说，英国实行学期制，缺乏弹性 不能转学与转专业，而美国实行学分制，转学与转专业普遍与灵活，学校间学分互换;从校内管理模式上来看，英国实行学院制，各学院自治，独立与大学，学院权力大于大学，而美国实行院系制，系是美国大学最基本的学术单位，也是最重要的学术权力中心;从教育理念上来说，英国的通识教育差一点，更多的实行专识教育、学术金本位，而美国的则是普遍的通识教育;从培养目标上来看，英国培养的是学术人才，而美国培养的是领导者、开拓者与实干家;从培养方式来看，英国实行授课型教育，而美国实行自由选课、参与科研、研讨式教学;从专业角度来说，英国在高中阶段就确定了专业方向，专业指向性强，而美国以综合能力培养为主，大学前两年为通识教育修习各领域课程，后两年修习专业主修课程。文理学院不分专业，以培养精神领袖为目标学习;
Student/CCO,英国大学要求,申请英国的大学都有什么要求？,1. AP体系，分需要读预科和不读预科两种情况。<br/><br/>不读预科，需要学生有3-5门AP成绩。<br/>有SAT成绩，则三门AP考试，不一定非得上AP课；<br/>没有SAT成绩，需要五门AP考试，不一定非得上对应的AP课；<br/><br/>如果没有AP成绩，则需要读一年国际预科，预科的长度跟雅思成绩相关，分数越高，时间越短。预科结束后不一定会去预科所在的大学。比如我们预科去的是国王学院，预科结束以前我们会重新申请本科，到时候不一定会保证能进入国王学院的本科。<br/><br/><br/>2. A-Level要求则简单粗暴很多，只要满足了学校的考试和分数要求（一般是三门课），雅思达标，通过申请系统就可以直接申请了。
Student/CCO,申请纯艺和综合大学的艺术学院区别,申请纯艺术学校和综合性大学的艺术学院的申请要求有什么差别？,纯艺术学院的艺术专业在标化考试方面的要求低，一般只要托福达标就可以了。但是综合大学的艺术专业对标化考试还是比较看重的，比如申请南加大的建筑，还是要有比较好的SAT/ACT成绩的。
Student/CCO,电影美剧中的可怕场景是真的吗,电视上那些可怕的校园派对场景都是真的吗？,有真实也有夸张的成分，那毕竟是戏剧。
Student/CCO,兄弟会姐妹会,什么是兄弟会和姐妹会？,兄弟会和姐妹会（英语：Fraternities and Sororities）一般指的是世界性组织。在拉丁语中，Frater和Soror分别代表兄弟（Brother）和姐妹（Sister）的意思，兄弟会通常以希腊字母命名，并一起通称希腊社团（Greek Organization）。<br/>而在大学校园里，兄弟会是一种以兄弟情谊为基础招收在校学生的学生社团组织。在北美，兄弟会一般意指大学中的希腊社团，属学生社团组织，兄弟会和姐妹会的生活一般被称为Greek life。校园里的兄弟会姐妹会分为三种，分别为社交、服务、学术类，大多数的属社交性质。
Student/CCO,校园安全,美国校园安全吗？ 如何增加安全意识,美国校园的安保措施做的还是非常不错的，尤其是在一些治安相对差一些的城市，校园安保更会被额外重视。人身安全要多多引起重视，遵照学校的各种安全标识，必要时使用学校的安全保护系统，如ESCORT 服务。 
Student/CCO,夏季项目,夏季项目有哪些种类？差别是什么？,大学组织的夏季项目主要是指暑期课程，以学为主，有带学分的也有不带学分的。另外有一些旅行社组织的海外游学项目，种类繁多，但归根到底还是以游为主。
Student/CCO,要参加夏校吗,夏季项目有必要参加吗？,建议学习能力不错的同学选择大学的暑期课程来读，可以提前感受学校的学术氛围，有突出表现的同学也是有可能拿到教授的推荐信的，对于之后的大学申请还是能够起到一定的助力。
Student/CCO,大学访校,大学访校项目介绍,美国四年制大学共有三千余所，还有千余所的两年制学院。每所大学的地理位置、气候、规模、学术资源、周边环境、课程、师生比、宿舍、餐饮条件、社团活动及实习机会、奖学金等等各个方面都不尽相同。选择一所理想的学校，只有通过实地走访才能把感性认识和理性数字分析结合在一起，才能帮助家长和梅沙学子们在现有成绩基础之上进行提前了解和准备，最终进入更有挑战性和理想中的学校。在每一年暑假，梅沙书院的同学们将在升学咨询老师的带领下访问美国高校。每一年，CCO的升学咨询们都带领梅沙学子跨越美国十余州，访问多所顶级院校，让每位同学都有机会与招生官、在校生，乃至毕业生当面交流，最大程度的去感受真实的美国大学教育与校园文化。<br/>
Student/CCO,ELP ELC 项目介绍,ELP ELC 项目介绍,"2019年3月，梅沙书院第一次体验式学习项目（Experiential Learning Program, ELP）由CCO正式启动。古训曰“读万卷书行万里路”，两者互相促进、相辅相成。体验式学习与传统的课堂学习不同之处在于，学习的过程发生在课堂外，在旅途中，在体验中，使学生有机会与当地社区建立联系，感受知识的延展和创造。在此过程中，学习的空间和内容相互呼应，以此让学习增添趣味，也让体验更深入。基于实践的体验式学习项目设计初衷为短期的校外学习项目，一般为一至两周，且必须包含一个或多个主题，包括但不限于：学术/课程、文化交流、职业探索、服务学习、社会公正、社会企业家精神、户外教育和环境管理等。通过体验式学习，大家可以获得诸如解决问题、观察力，倡导力、团队合作和批判性思维等技能，而这些软性能力恰恰又是许多美国大学在录取学生时极其看重的。同时，根据书院《150学时社会实践活动要求》，体验式学习项目将按照不同主题划分到各自类别（职业/大学探索、社区服务和个人发展）下计入相应学时，满足学生的毕业要求。"
Student/CCO,暑期课程,暑期课程介绍,夏校的申请流程与大学申请相似，CCO建议同学们结合自身情况，利用寒假时间申请自己感兴趣的夏校。参加夏校不仅有学术上的收获，也能帮助同学们提前熟悉大学的申请流程，为自己高三申请大学做好充足的准备。<br/>大部分夏校采取的是滚动录取方式。滚动录取即先到先得，越早申请机会越大，申请后期因名额有限会加大项目的竞争力。我们鼓励有条件的同学们尽早申请。同学们在申请前不妨亲自动手查找一下，你所感兴趣的高校是否有针对国际高中生的夏校项目。除了从升学咨询老师处获得建议和指导，我们也鼓励同学们在官网上查找大学的咨询联系方式，勇于自己写邮件或打电话向学校询问，有问题及时与大学沟通，给大学留下深刻印象。<br/><br/>以布朗大学为例：在Brown University官网搜索Summer Programs/PreCollege Programs，我们会进入布朗大学提供夏校信息的网页：https://precollege.brown.edu/summeratbrown/。网页显示布朗夏校的简介、课程设置、项目时间、项目要求、申请资格与课程费用等信息。在具体的课程项目内，学生可以找到夏校的申请方式：https://precollege.brown.edu/summeratbrown/#apply。网页中详细写明，申请布朗夏校时，学生需要填写并提交申请表、缴纳申请费、并提供高中成绩单；有些项目需要提交文书与教师推荐信。对于国际生来说，布朗大学需要在4月15日前收到学生完整的申请材料。
